"","ISO","year","best","armconf1"
"2739","LCA",2018,NA,NA
"2740","LCA",2019,NA,NA
"2741","VCT",2000,NA,NA
"2742","VCT",2001,NA,NA
"2743","VCT",2002,NA,NA
"2744","VCT",2003,NA,NA
"2745","VCT",2004,NA,NA
"2746","VCT",2005,NA,NA
"2747","VCT",2006,NA,NA
"2748","VCT",2007,NA,NA
"2749","VCT",2008,NA,NA
"2750","VCT",2009,NA,NA
"2751","VCT",2010,NA,NA
"2752","VCT",2011,NA,NA
"2753","VCT",2012,NA,NA
"2754","VCT",2013,NA,NA
"2755","VCT",2014,NA,NA
"2756","VCT",2015,NA,NA
"2757","VCT",2016,NA,NA
"2758","VCT",2017,NA,NA
"2759","VCT",2018,NA,NA
"2760","VCT",2019,NA,NA
"2761","WSM",2000,NA,NA
"2762","WSM",2001,NA,NA
"2763","WSM",2002,NA,NA
"2764","WSM",2003,NA,NA
"2765","WSM",2004,NA,NA
"2766","WSM",2005,NA,NA
"2767","WSM",2006,NA,NA
"2768","WSM",2007,NA,NA
"2769","WSM",2008,NA,NA
"2770","WSM",2009,NA,NA
"2771","WSM",2010,NA,NA
"2772","WSM",2011,NA,NA
"2773","WSM",2012,NA,NA
"2774","WSM",2013,NA,NA
"2775","WSM",2014,NA,NA
"2776","WSM",2015,NA,NA
"2777","WSM",2016,NA,NA
"2778","WSM",2017,NA,NA
"2779","WSM",2018,NA,NA
"2780","WSM",2019,NA,NA
"2781","STP",2000,NA,NA
"2782","STP",2001,NA,NA
"2783","STP",2002,NA,NA
"2784","STP",2003,NA,NA
"2785","STP",2004,NA,NA
"2786","STP",2005,NA,NA
"2787","STP",2006,NA,NA
"2788","STP",2007,NA,NA
"2789","STP",2008,NA,NA
"2790","STP",2009,NA,NA
"2791","STP",2010,NA,NA
"2792","STP",2011,NA,NA
"2793","STP",2012,NA,NA
"2794","STP",2013,NA,NA
"2795","STP",2014,NA,NA
"2796","STP",2015,NA,NA
"2797","STP",2016,NA,NA
"2798","STP",2017,NA,NA
"2799","STP",2018,NA,NA
"2800","STP",2019,NA,NA
"2801","SAU",2000,NA,NA
"2802","SAU",2001,NA,NA
"2803","SAU",2002,NA,NA
"2804","SAU",2003,26,1
"2805","SAU",2004,7,1
"2806","SAU",2005,0,0
"2807","SAU",2006,4,1
"2808","SAU",2007,2,1
"2809","SAU",2008,NA,NA
"2810","SAU",2009,NA,NA
"2811","SAU",2010,NA,NA
"2812","SAU",2011,NA,NA
"2813","SAU",2012,NA,NA
"2814","SAU",2013,NA,NA
"2815","SAU",2014,NA,NA
"2816","SAU",2015,21,1
"2817","SAU",2016,4,1
"2818","SAU",2017,1,1
"2819","SAU",2018,2,1
"2820","SAU",2019,NA,NA
"2821","SEN",2000,2,1
"2822","SEN",2001,4,1
"2823","SEN",2002,1,1
"2824","SEN",2003,15,1
"2825","SEN",2004,3,1
"2826","SEN",2005,1,1
"2827","SEN",2006,1,1
"2828","SEN",2007,NA,NA
"2829","SEN",2008,1,1
"2830","SEN",2009,1,1
"2831","SEN",2010,2,1
"2832","SEN",2011,2,1
"2833","SEN",2012,1,1
"2834","SEN",2013,4,1
"2835","SEN",2014,NA,NA
"2836","SEN",2015,NA,NA
"2837","SEN",2016,NA,NA
"2838","SEN",2017,NA,NA
"2839","SEN",2018,1,1
"2840","SEN",2019,NA,NA
"2841","SRB",2000,NA,NA
"2842","SRB",2001,0,0
"2843","SRB",2002,NA,NA
"2844","SRB",2003,NA,NA
"2845","SRB",2004,NA,NA
"2846","SRB",2005,NA,NA
"2847","SRB",2006,NA,NA
"2848","SRB",2007,NA,NA
"2849","SRB",2008,NA,NA
"2850","SRB",2009,NA,NA
"2851","SRB",2010,NA,NA
"2852","SRB",2011,NA,NA
"2853","SRB",2012,NA,NA
"2854","SRB",2013,NA,NA
"2855","SRB",2014,NA,NA
"2856","SRB",2015,NA,NA
"2857","SRB",2016,NA,NA
"2858","SRB",2017,NA,NA
"2859","SRB",2018,NA,NA
"2860","SRB",2019,NA,NA
"2861","SYC",2000,NA,NA
"2862","SYC",2001,NA,NA
"2863","SYC",2002,NA,NA
"2864","SYC",2003,NA,NA
"2865","SYC",2004,NA,NA
"2866","SYC",2005,NA,NA
"2867","SYC",2006,NA,NA
"2868","SYC",2007,NA,NA
"2869","SYC",2008,NA,NA
"2870","SYC",2009,NA,NA
"2871","SYC",2010,NA,NA
"2872","SYC",2011,NA,NA
"2873","SYC",2012,NA,NA
"2874","SYC",2013,NA,NA
"2875","SYC",2014,NA,NA
"2876","SYC",2015,NA,NA
"2877","SYC",2016,NA,NA
"2878","SYC",2017,NA,NA
"2879","SYC",2018,NA,NA
"2880","SYC",2019,NA,NA
"2881","SLE",2000,101,1
"2882","SLE",2001,2,1
"2883","SLE",2002,1,1
"2884","SLE",2003,NA,NA
"2885","SLE",2004,NA,NA
"2886","SLE",2005,NA,NA
"2887","SLE",2006,NA,NA
"2888","SLE",2007,NA,NA
"2889","SLE",2008,NA,NA
"2890","SLE",2009,NA,NA
"2891","SLE",2010,NA,NA
"2892","SLE",2011,NA,NA
"2893","SLE",2012,NA,NA
"2894","SLE",2013,NA,NA
"2895","SLE",2014,NA,NA
"2896","SLE",2015,NA,NA
"2897","SLE",2016,NA,NA
"2898","SLE",2017,NA,NA
"2899","SLE",2018,NA,NA
"2900","SLE",2019,NA,NA
"2901","SGP",2000,NA,NA
"2902","SGP",2001,NA,NA
"2903","SGP",2002,NA,NA
"2904","SGP",2003,NA,NA
"2905","SGP",2004,NA,NA
"2906","SGP",2005,NA,NA
"2907","SGP",2006,NA,NA
"2908","SGP",2007,NA,NA
"2909","SGP",2008,NA,NA
"2910","SGP",2009,NA,NA
"2911","SGP",2010,NA,NA
"2912","SGP",2011,NA,NA
"2913","SGP",2012,NA,NA
"2914","SGP",2013,NA,NA
"2915","SGP",2014,NA,NA
"2916","SGP",2015,NA,NA
"2917","SGP",2016,NA,NA
"2918","SGP",2017,NA,NA
"2919","SGP",2018,NA,NA
"2920","SGP",2019,NA,NA
"2921","SVK",2000,NA,NA
"2922","SVK",2001,NA,NA
"2923","SVK",2002,NA,NA
"2924","SVK",2003,NA,NA
"2925","SVK",2004,NA,NA
"2926","SVK",2005,NA,NA
"2927","SVK",2006,NA,NA
"2928","SVK",2007,NA,NA
"2929","SVK",2008,NA,NA
"2930","SVK",2009,NA,NA
"2931","SVK",2010,NA,NA
"2932","SVK",2011,NA,NA
"2933","SVK",2012,NA,NA
"2934","SVK",2013,NA,NA
"2935","SVK",2014,NA,NA
"2936","SVK",2015,NA,NA
"2937","SVK",2016,NA,NA
"2938","SVK",2017,NA,NA
"2939","SVK",2018,NA,NA
"2940","SVK",2019,NA,NA
"2941","SVN",2000,NA,NA
"2942","SVN",2001,NA,NA
"2943","SVN",2002,NA,NA
"2944","SVN",2003,NA,NA
"2945","SVN",2004,NA,NA
"2946","SVN",2005,NA,NA
"2947","SVN",2006,NA,NA
"2948","SVN",2007,NA,NA
"2949","SVN",2008,NA,NA
"2950","SVN",2009,NA,NA
"2951","SVN",2010,NA,NA
"2952","SVN",2011,NA,NA
"2953","SVN",2012,NA,NA
"2954","SVN",2013,NA,NA
"2955","SVN",2014,NA,NA
"2956","SVN",2015,NA,NA
"2957","SVN",2016,NA,NA
"2958","SVN",2017,NA,NA
"2959","SVN",2018,NA,NA
"2960","SVN",2019,NA,NA
"2961","SLB",2000,NA,NA
"2962","SLB",2001,NA,NA
"2963","SLB",2002,NA,NA
"2964","SLB",2003,NA,NA
"2965","SLB",2004,NA,NA
"2966","SLB",2005,NA,NA
"2967","SLB",2006,NA,NA
"2968","SLB",2007,NA,NA
"2969","SLB",2008,NA,NA
"2970","SLB",2009,NA,NA
"2971","SLB",2010,NA,NA
"2972","SLB",2011,NA,NA
"2973","SLB",2012,NA,NA
"2974","SLB",2013,NA,NA
"2975","SLB",2014,NA,NA
"2976","SLB",2015,NA,NA
"2977","SLB",2016,NA,NA
"2978","SLB",2017,NA,NA
"2979","SLB",2018,NA,NA
"2980","SLB",2019,NA,NA
"2981","SOM",2000,2,1
"2982","SOM",2001,42,1
"2983","SOM",2002,15,1
"2984","SOM",2003,4,1
"2985","SOM",2004,0,0
"2986","SOM",2005,21,1
"2987","SOM",2006,0,0
"2988","SOM",2007,1,1
"2989","SOM",2008,7,1
"2990","SOM",2009,5,1
"2991","SOM",2010,0,0
"2992","SOM",2011,19,1
"2993","SOM",2012,17,1
"2994","SOM",2013,3,1
"2995","SOM",2014,11,1
"2996","SOM",2015,1,1
"2997","SOM",2016,3,1
"2998","SOM",2017,1,1
"2999","SOM",2018,2,1
"3000","SOM",2019,NA,NA
"3001","ZAF",2000,0,0
"3002","ZAF",2001,NA,NA
"3003","ZAF",2002,0,0
"3004","ZAF",2003,NA,NA
"3005","ZAF",2004,0,0
"3006","ZAF",2005,NA,NA
"3007","ZAF",2006,NA,NA
"3008","ZAF",2007,NA,NA
"3009","ZAF",2008,NA,NA
"3010","ZAF",2009,NA,NA
"3011","ZAF",2010,1,1
"3012","ZAF",2011,NA,NA
"3013","ZAF",2012,NA,NA
"3014","ZAF",2013,NA,NA
"3015","ZAF",2014,NA,NA
"3016","ZAF",2015,0,0
"3017","ZAF",2016,0,0
"3018","ZAF",2017,NA,NA
"3019","ZAF",2018,1,1
"3020","ZAF",2019,NA,NA
"3021","KOR",2000,NA,NA
"3022","KOR",2001,NA,NA
"3023","KOR",2002,NA,NA
"3024","KOR",2003,NA,NA
"3025","KOR",2004,NA,NA
"3026","KOR",2005,NA,NA
"3027","KOR",2006,NA,NA
"3028","KOR",2007,NA,NA
"3029","KOR",2008,NA,NA
"3030","KOR",2009,NA,NA
"3031","KOR",2010,NA,NA
"3032","KOR",2011,NA,NA
"3033","KOR",2012,NA,NA
"3034","KOR",2013,NA,NA
"3035","KOR",2014,NA,NA
"3036","KOR",2015,NA,NA
"3037","KOR",2016,NA,NA
"3038","KOR",2017,NA,NA
"3039","KOR",2018,NA,NA
"3040","KOR",2019,NA,NA
"3041","SSD",2000,NA,NA
"3042","SSD",2001,NA,NA
"3043","SSD",2002,NA,NA
"3044","SSD",2003,NA,NA
"3045","SSD",2004,NA,NA
"3046","SSD",2005,NA,NA
"3047","SSD",2006,NA,NA
"3048","SSD",2007,NA,NA
"3049","SSD",2008,NA,NA
"3050","SSD",2009,NA,NA
"3051","SSD",2010,NA,NA
"3052","SSD",2011,4,1
"3053","SSD",2012,3,1
"3054","SSD",2013,0,0
"3055","SSD",2014,1,1
"3056","SSD",2015,0,0
"3057","SSD",2016,0,0
"3058","SSD",2017,1,1
"3059","SSD",2018,1,1
"3060","SSD",2019,NA,NA
"3061","ESP",2000,1,1
"3062","ESP",2001,1,1
"3063","ESP",2002,1,1
"3064","ESP",2003,1,1
"3065","ESP",2004,191,1
"3066","ESP",2005,NA,NA
"3067","ESP",2006,NA,NA
"3068","ESP",2007,NA,NA
"3069","ESP",2008,1,1
"3070","ESP",2009,1,1
"3071","ESP",2010,NA,NA
"3072","ESP",2011,1,1
"3073","ESP",2012,NA,NA
"3074","ESP",2013,NA,NA
"3075","ESP",2014,NA,NA
"3076","ESP",2015,NA,NA
"3077","ESP",2016,NA,NA
"3078","ESP",2017,14,1
"3079","ESP",2018,NA,NA
"3080","ESP",2019,NA,NA
"3081","LKA",2000,63,1
"3082","LKA",2001,7,1
"3083","LKA",2002,3,1
"3084","LKA",2003,1,1
"3085","LKA",2004,1,1
"3086","LKA",2005,1,1
"3087","LKA",2006,31,1
"3088","LKA",2007,2,1
"3089","LKA",2008,1,1
"3090","LKA",2009,17,1
"3091","LKA",2010,NA,NA
"3092","LKA",2011,1,1
"3093","LKA",2012,NA,NA
"3094","LKA",2013,5,1
"3095","LKA",2014,NA,NA
"3096","LKA",2015,NA,NA
"3097","LKA",2016,NA,NA
"3098","LKA",2017,1,1
"3099","LKA",2018,NA,NA
"3100","LKA",2019,NA,NA
"3101","SDN",2000,15,1
"3102","SDN",2001,2,1
"3103","SDN",2002,67,1
"3104","SDN",2003,44,1
"3105","SDN",2004,49,1
"3106","SDN",2005,24,1
"3107","SDN",2006,50,1
"3108","SDN",2007,9,1
"3109","SDN",2008,4,1
"3110","SDN",2009,5,1
"3111","SDN",2010,7,1
"3112","SDN",2011,0,0
"3113","SDN",2012,2,1
"3114","SDN",2013,3,1
"3115","SDN",2014,1,1
"3116","SDN",2015,2,1
"3117","SDN",2016,1,1
"3118","SDN",2017,11,1
"3119","SDN",2018,1,1
"3120","SDN",2019,NA,NA
"3121","SUR",2000,NA,NA
"3122","SUR",2001,NA,NA
"3123","SUR",2002,NA,NA
"3124","SUR",2003,NA,NA
"3125","SUR",2004,NA,NA
"3126","SUR",2005,NA,NA
"3127","SUR",2006,NA,NA
"3128","SUR",2007,NA,NA
"3129","SUR",2008,NA,NA
"3130","SUR",2009,NA,NA
"3131","SUR",2010,NA,NA
"3132","SUR",2011,NA,NA
"3133","SUR",2012,NA,NA
"3134","SUR",2013,NA,NA
"3135","SUR",2014,NA,NA
"3136","SUR",2015,NA,NA
"3137","SUR",2016,NA,NA
"3138","SUR",2017,NA,NA
"3139","SUR",2018,NA,NA
"3140","SUR",2019,NA,NA
"3141","SWZ",2000,NA,NA
"3142","SWZ",2001,NA,NA
"3143","SWZ",2002,NA,NA
"3144","SWZ",2003,NA,NA
"3145","SWZ",2004,NA,NA
"3146","SWZ",2005,NA,NA
"3147","SWZ",2006,NA,NA
"3148","SWZ",2007,NA,NA
"3149","SWZ",2008,NA,NA
"3150","SWZ",2009,NA,NA
"3151","SWZ",2010,NA,NA
"3152","SWZ",2011,NA,NA
"3153","SWZ",2012,NA,NA
"3154","SWZ",2013,NA,NA
"3155","SWZ",2014,NA,NA
"3156","SWZ",2015,NA,NA
"3157","SWZ",2016,NA,NA
"3158","SWZ",2017,NA,NA
"3159","SWZ",2018,NA,NA
"3160","SWZ",2019,NA,NA
"3161","SWE",2000,NA,NA
"3162","SWE",2001,NA,NA
"3163","SWE",2002,NA,NA
"3164","SWE",2003,NA,NA
"3165","SWE",2004,NA,NA
"3166","SWE",2005,NA,NA
"3167","SWE",2006,NA,NA
"3168","SWE",2007,NA,NA
"3169","SWE",2008,NA,NA
"3170","SWE",2009,NA,NA
"3171","SWE",2010,NA,NA
"3172","SWE",2011,NA,NA
"3173","SWE",2012,NA,NA
"3174","SWE",2013,NA,NA
"3175","SWE",2014,NA,NA
"3176","SWE",2015,NA,NA
"3177","SWE",2016,NA,NA
"3178","SWE",2017,5,1
"3179","SWE",2018,NA,NA
"3180","SWE",2019,NA,NA
"3181","CHE",2000,NA,NA
"3182","CHE",2001,NA,NA
"3183","CHE",2002,NA,NA
"3184","CHE",2003,NA,NA
"3185","CHE",2004,NA,NA
"3186","CHE",2005,NA,NA
"3187","CHE",2006,NA,NA
"3188","CHE",2007,NA,NA
"3189","CHE",2008,NA,NA
"3190","CHE",2009,NA,NA
"3191","CHE",2010,NA,NA
"3192","CHE",2011,NA,NA
"3193","CHE",2012,NA,NA
"3194","CHE",2013,NA,NA
"3195","CHE",2014,NA,NA
"3196","CHE",2015,NA,NA
"3197","CHE",2016,NA,NA
"3198","CHE",2017,NA,NA
"3199","CHE",2018,NA,NA
"3200","CHE",2019,NA,NA
"3201","SYR",2000,NA,NA
"3202","SYR",2001,NA,NA
"3203","SYR",2002,NA,NA
"3204","SYR",2003,NA,NA
"3205","SYR",2004,1,1
"3206","SYR",2005,NA,NA
"3207","SYR",2006,NA,NA
"3208","SYR",2007,NA,NA
"3209","SYR",2008,1,1
"3210","SYR",2009,NA,NA
"3211","SYR",2010,NA,NA
"3212","SYR",2011,4,1
"3213","SYR",2012,1,1
"3214","SYR",2013,0,0
"3215","SYR",2014,0,0
"3216","SYR",2015,6,1
"3217","SYR",2016,6,1
"3218","SYR",2017,1,1
"3219","SYR",2018,3,1
"3220","SYR",2019,NA,NA
"3221","TJK",2000,33,1
"3222","TJK",2001,NA,NA
"3223","TJK",2002,NA,NA
"3224","TJK",2003,NA,NA
"3225","TJK",2004,NA,NA
"3226","TJK",2005,1,1
"3227","TJK",2006,0,0
"3228","TJK",2007,NA,NA
"3229","TJK",2008,NA,NA
"3230","TJK",2009,1,1
"3231","TJK",2010,3,1
"3232","TJK",2011,8,1
"3233","TJK",2012,NA,NA
"3234","TJK",2013,2,1
"3235","TJK",2014,1,1
"3236","TJK",2015,NA,NA
"3237","TJK",2016,NA,NA
"3238","TJK",2017,NA,NA
"3239","TJK",2018,4,1
"3240","TJK",2019,NA,NA
"3241","TZA",2000,NA,NA
"3242","TZA",2001,2,1
"3243","TZA",2002,NA,NA
"3244","TZA",2003,NA,NA
"3245","TZA",2004,NA,NA
"3246","TZA",2005,NA,NA
"3247","TZA",2006,NA,NA
"3248","TZA",2007,3,1
"3249","TZA",2008,NA,NA
"3250","TZA",2009,NA,NA
"3251","TZA",2010,NA,NA
"3252","TZA",2011,NA,NA
"3253","TZA",2012,NA,NA
"3254","TZA",2013,NA,NA
"3255","TZA",2014,NA,NA
"3256","TZA",2015,NA,NA
"3257","TZA",2016,NA,NA
"3258","TZA",2017,1,1
"3259","TZA",2018,1,1
"3260","TZA",2019,NA,NA
"3261","THA",2000,8,1
"3262","THA",2001,20,1
"3263","THA",2002,23,1
"3264","THA",2003,2,1
"3265","THA",2004,4,1
"3266","THA",2005,3,1
"3267","THA",2006,1,1
"3268","THA",2007,1,1
"3269","THA",2008,18,1
"3270","THA",2009,1,1
"3271","THA",2010,7,1
"3272","THA",2011,1,1
"3273","THA",2012,1,1
"3274","THA",2013,1,1
"3275","THA",2014,1,1
"3276","THA",2015,1,1
"3277","THA",2016,1,1
"3278","THA",2017,1,1
"3279","THA",2018,1,1
"3280","THA",2019,NA,NA
"3281","BHS",2000,NA,NA
"3282","BHS",2001,NA,NA
"3283","BHS",2002,NA,NA
"3284","BHS",2003,NA,NA
"3285","BHS",2004,NA,NA
"3286","BHS",2005,NA,NA
"3287","BHS",2006,NA,NA
"3288","BHS",2007,NA,NA
"3289","BHS",2008,NA,NA
"3290","BHS",2009,NA,NA
"3291","BHS",2010,NA,NA
"3292","BHS",2011,NA,NA
"3293","BHS",2012,NA,NA
"3294","BHS",2013,NA,NA
"3295","BHS",2014,NA,NA
"3296","BHS",2015,NA,NA
"3297","BHS",2016,NA,NA
"3298","BHS",2017,NA,NA
"3299","BHS",2018,NA,NA
"3300","BHS",2019,NA,NA
"3301","GMB",2000,NA,NA
"3302","GMB",2001,NA,NA
"3303","GMB",2002,NA,NA
"3304","GMB",2003,NA,NA
"3305","GMB",2004,1,1
"3306","GMB",2005,8,1
"3307","GMB",2006,NA,NA
"3308","GMB",2007,NA,NA
"3309","GMB",2008,NA,NA
"3310","GMB",2009,NA,NA
"3311","GMB",2010,NA,NA
"3312","GMB",2011,NA,NA
"3313","GMB",2012,1,1
"3314","GMB",2013,NA,NA
"3315","GMB",2014,NA,NA
"3316","GMB",2015,NA,NA
"3317","GMB",2016,NA,NA
"3318","GMB",2017,NA,NA
"3319","GMB",2018,NA,NA
"3320","GMB",2019,NA,NA
"3321","TLS",2000,NA,NA
"3322","TLS",2001,NA,NA
"3323","TLS",2002,NA,NA
"3324","TLS",2003,NA,NA
"3325","TLS",2004,NA,NA
"3326","TLS",2005,NA,NA
"3327","TLS",2006,NA,NA
"3328","TLS",2007,NA,NA
"3329","TLS",2008,NA,NA
"3330","TLS",2009,NA,NA
"3331","TLS",2010,NA,NA
"3332","TLS",2011,NA,NA
"3333","TLS",2012,NA,NA
"3334","TLS",2013,NA,NA
"3335","TLS",2014,NA,NA
"3336","TLS",2015,NA,NA
"3337","TLS",2016,NA,NA
"3338","TLS",2017,NA,NA
"3339","TLS",2018,NA,NA
"3340","TLS",2019,NA,NA
"3341","TGO",2000,NA,NA
"3342","TGO",2001,NA,NA
"3343","TGO",2002,NA,NA
"3344","TGO",2003,NA,NA
"3345","TGO",2004,NA,NA
"3346","TGO",2005,2,1
"3347","TGO",2006,NA,NA
"3348","TGO",2007,NA,NA
"3349","TGO",2008,NA,NA
"3350","TGO",2009,NA,NA
"3351","TGO",2010,NA,NA
"3352","TGO",2011,NA,NA
"3353","TGO",2012,NA,NA
"3354","TGO",2013,NA,NA
"3355","TGO",2014,NA,NA
"3356","TGO",2015,NA,NA
"3357","TGO",2016,NA,NA
"3358","TGO",2017,NA,NA
"3359","TGO",2018,NA,NA
"3360","TGO",2019,NA,NA
"3361","TON",2000,NA,NA
"3362","TON",2001,NA,NA
"3363","TON",2002,NA,NA
"3364","TON",2003,NA,NA
"3365","TON",2004,NA,NA
"3366","TON",2005,NA,NA
"3367","TON",2006,NA,NA
"3368","TON",2007,NA,NA
"3369","TON",2008,NA,NA
"3370","TON",2009,NA,NA
"3371","TON",2010,NA,NA
"3372","TON",2011,NA,NA
"3373","TON",2012,NA,NA
"3374","TON",2013,NA,NA
"3375","TON",2014,NA,NA
"3376","TON",2015,NA,NA
"3377","TON",2016,NA,NA
"3378","TON",2017,NA,NA
"3379","TON",2018,NA,NA
"3380","TON",2019,NA,NA
"3381","TTO",2000,NA,NA
"3382","TTO",2001,NA,NA
"3383","TTO",2002,NA,NA
"3384","TTO",2003,NA,NA
"3385","TTO",2004,NA,NA
"3386","TTO",2005,NA,NA
"3387","TTO",2006,NA,NA
"3388","TTO",2007,NA,NA
"3389","TTO",2008,NA,NA
"3390","TTO",2009,NA,NA
"3391","TTO",2010,NA,NA
"3392","TTO",2011,NA,NA
"3393","TTO",2012,NA,NA
"3394","TTO",2013,NA,NA
"3395","TTO",2014,NA,NA
"3396","TTO",2015,NA,NA
"3397","TTO",2016,NA,NA
"3398","TTO",2017,NA,NA
"3399","TTO",2018,NA,NA
"3400","TTO",2019,NA,NA
"3401","TUN",2000,NA,NA
"3402","TUN",2001,NA,NA
"3403","TUN",2002,21,1
"3404","TUN",2003,NA,NA
"3405","TUN",2004,NA,NA
"3406","TUN",2005,NA,NA
"3407","TUN",2006,NA,NA
"3408","TUN",2007,NA,NA
"3409","TUN",2008,NA,NA
"3410","TUN",2009,NA,NA
"3411","TUN",2010,NA,NA
"3412","TUN",2011,7,1
"3413","TUN",2012,2,1
"3414","TUN",2013,1,1
"3415","TUN",2014,1,1
"3416","TUN",2015,21,1
"3417","TUN",2016,1,1
"3418","TUN",2017,2,1
"3419","TUN",2018,1,1
"3420","TUN",2019,NA,NA
"3421","TUR",2000,8,1
"3422","TUR",2001,6,1
"3423","TUR",2002,2,1
"3424","TUR",2003,1,1
"3425","TUR",2004,1,1
"3426","TUR",2005,2,1
"3427","TUR",2006,0,0
"3428","TUR",2007,1,1
"3429","TUR",2008,7,1
"3430","TUR",2009,1,1
"3431","TUR",2010,7,1
"3432","TUR",2011,3,1
"3433","TUR",2012,5,1
"3434","TUR",2013,15,1
"3435","TUR",2014,1,1
"3436","TUR",2015,1,1
"3437","TUR",2016,1,1
"3438","TUR",2017,3,1
"3439","TUR",2018,2,1
"3440","TUR",2019,NA,NA
"3441","TKM",2000,NA,NA
"3442","TKM",2001,NA,NA
"3443","TKM",2002,NA,NA
"3444","TKM",2003,NA,NA
"3445","TKM",2004,NA,NA
"3446","TKM",2005,NA,NA
"3447","TKM",2006,NA,NA
"3448","TKM",2007,NA,NA
"3449","TKM",2008,NA,NA
"3450","TKM",2009,NA,NA
"3451","TKM",2010,NA,NA
"3452","TKM",2011,NA,NA
"3453","TKM",2012,NA,NA
"3454","TKM",2013,NA,NA
"3455","TKM",2014,NA,NA
"3456","TKM",2015,NA,NA
"3457","TKM",2016,NA,NA
"3458","TKM",2017,NA,NA
"3459","TKM",2018,NA,NA
"3460","TKM",2019,NA,NA
"3461","UGA",2000,9,1
"3462","UGA",2001,17,1
"3463","UGA",2002,6,1
"3464","UGA",2003,6,1
"3465","UGA",2004,2,1
"3466","UGA",2005,18,1
"3467","UGA",2006,7,1
"3468","UGA",2007,2,1
"3469","UGA",2008,1,1
"3470","UGA",2009,7,1
"3471","UGA",2010,74,1
"3472","UGA",2011,NA,NA
"3473","UGA",2012,NA,NA
"3474","UGA",2013,NA,NA
"3475","UGA",2014,7,1
"3476","UGA",2015,NA,NA
"3477","UGA",2016,23,1
"3478","UGA",2017,0,0
"3479","UGA",2018,1,1
"3480","UGA",2019,NA,NA
"3481","UKR",2000,NA,NA
"3482","UKR",2001,NA,NA
"3483","UKR",2002,NA,NA
"3484","UKR",2003,NA,NA
"3485","UKR",2004,NA,NA
"3486","UKR",2005,NA,NA
"3487","UKR",2006,NA,NA
"3488","UKR",2007,NA,NA
"3489","UKR",2008,NA,NA
"3490","UKR",2009,NA,NA
"3491","UKR",2010,NA,NA
"3492","UKR",2011,NA,NA
"3493","UKR",2012,NA,NA
"3494","UKR",2013,NA,NA
"3495","UKR",2014,5,1
"3496","UKR",2015,1,1
"3497","UKR",2016,1,1
"3498","UKR",2017,80,1
"3499","UKR",2018,2,1
"3500","UKR",2019,NA,NA
"3501","ARE",2000,NA,NA
"3502","ARE",2001,NA,NA
"3503","ARE",2002,NA,NA
"3504","ARE",2003,NA,NA
"3505","ARE",2004,NA,NA
"3506","ARE",2005,NA,NA
"3507","ARE",2006,NA,NA
"3508","ARE",2007,NA,NA
"3509","ARE",2008,NA,NA
"3510","ARE",2009,NA,NA
"3511","ARE",2010,1,1
"3512","ARE",2011,NA,NA
"3513","ARE",2012,NA,NA
"3514","ARE",2013,NA,NA
"3515","ARE",2014,NA,NA
"3516","ARE",2015,NA,NA
"3517","ARE",2016,NA,NA
"3518","ARE",2017,NA,NA
"3519","ARE",2018,NA,NA
"3520","ARE",2019,NA,NA
"3521","GBR",2000,1,1
"3522","GBR",2001,1,1
"3523","GBR",2002,1,1
"3524","GBR",2003,0,0
"3525","GBR",2004,1,1
"3526","GBR",2005,52,1
"3527","GBR",2006,0,0
"3528","GBR",2007,NA,NA
"3529","GBR",2008,NA,NA
"3530","GBR",2009,2,1
"3531","GBR",2010,NA,NA
"3532","GBR",2011,1,1
"3533","GBR",2012,NA,NA
"3534","GBR",2013,NA,NA
"3535","GBR",2014,NA,NA
"3536","GBR",2015,NA,NA
"3537","GBR",2016,NA,NA
"3538","GBR",2017,NA,NA
"3539","GBR",2018,NA,NA
"3540","GBR",2019,NA,NA
"3541","USA",2000,NA,NA
"3542","USA",2001,189,1
"3543","USA",2002,NA,NA
"3544","USA",2003,NA,NA
"3545","USA",2004,NA,NA
"3546","USA",2005,NA,NA
"3547","USA",2006,NA,NA
"3548","USA",2007,NA,NA
"3549","USA",2008,NA,NA
"3550","USA",2009,NA,NA
"3551","USA",2010,2,1
"3552","USA",2011,NA,NA
"3553","USA",2012,NA,NA
"3554","USA",2013,NA,NA
"3555","USA",2014,NA,NA
"3556","USA",2015,14,1
"3557","USA",2016,NA,NA
"3558","USA",2017,8,1
"3559","USA",2018,NA,NA
"3560","USA",2019,NA,NA
"3561","URY",2000,NA,NA
"3562","URY",2001,NA,NA
"3563","URY",2002,NA,NA
"3564","URY",2003,NA,NA
"3565","URY",2004,NA,NA
"3566","URY",2005,NA,NA
"3567","URY",2006,NA,NA
"3568","URY",2007,NA,NA
"3569","URY",2008,NA,NA
"3570","URY",2009,NA,NA
"3571","URY",2010,NA,NA
"3572","URY",2011,NA,NA
"3573","URY",2012,NA,NA
"3574","URY",2013,NA,NA
"3575","URY",2014,NA,NA
"3576","URY",2015,NA,NA
"3577","URY",2016,NA,NA
"3578","URY",2017,NA,NA
"3579","URY",2018,NA,NA
"3580","URY",2019,NA,NA
"3581","UZB",2000,45,1
"3582","UZB",2001,NA,NA
"3583","UZB",2002,NA,NA
"3584","UZB",2003,NA,NA
"3585","UZB",2004,4,1
"3586","UZB",2005,NA,NA
"3587","UZB",2006,NA,NA
"3588","UZB",2007,NA,NA
"3589","UZB",2008,NA,NA
