"","ISO","year","best","armconf1"
"996","ECU",2015,NA,NA
"997","ECU",2016,NA,NA
"998","ECU",2017,NA,NA
"999","ECU",2018,NA,NA
"1000","ECU",2019,NA,NA
"1001","EGY",2000,2,1
"1002","EGY",2001,NA,NA
"1003","EGY",2002,NA,NA
"1004","EGY",2003,NA,NA
"1005","EGY",2004,2,1
"1006","EGY",2005,1,1
"1007","EGY",2006,1,1
"1008","EGY",2007,NA,NA
"1009","EGY",2008,1,1
"1010","EGY",2009,1,1
"1011","EGY",2010,1,1
"1012","EGY",2011,2,1
"1013","EGY",2012,74,1
"1014","EGY",2013,5,1
"1015","EGY",2014,1,1
"1016","EGY",2015,224,1
"1017","EGY",2016,0,0
"1018","EGY",2017,1,1
"1019","EGY",2018,2,1
"1020","EGY",2019,NA,NA
"1021","SLV",2000,NA,NA
"1022","SLV",2001,NA,NA
"1023","SLV",2002,NA,NA
"1024","SLV",2003,NA,NA
"1025","SLV",2004,NA,NA
"1026","SLV",2005,NA,NA
"1027","SLV",2006,NA,NA
"1028","SLV",2007,NA,NA
"1029","SLV",2008,NA,NA
"1030","SLV",2009,NA,NA
"1031","SLV",2010,NA,NA
"1032","SLV",2011,NA,NA
"1033","SLV",2012,NA,NA
"1034","SLV",2013,NA,NA
"1035","SLV",2014,NA,NA
"1036","SLV",2015,NA,NA
"1037","SLV",2016,NA,NA
"1038","SLV",2017,NA,NA
"1039","SLV",2018,NA,NA
"1040","SLV",2019,NA,NA
"1041","GNQ",2000,NA,NA
"1042","GNQ",2001,NA,NA
"1043","GNQ",2002,NA,NA
"1044","GNQ",2003,NA,NA
"1045","GNQ",2004,NA,NA
"1046","GNQ",2005,NA,NA
"1047","GNQ",2006,NA,NA
"1048","GNQ",2007,NA,NA
"1049","GNQ",2008,NA,NA
"1050","GNQ",2009,NA,NA
"1051","GNQ",2010,NA,NA
"1052","GNQ",2011,NA,NA
"1053","GNQ",2012,NA,NA
"1054","GNQ",2013,NA,NA
"1055","GNQ",2014,NA,NA
"1056","GNQ",2015,NA,NA
"1057","GNQ",2016,NA,NA
"1058","GNQ",2017,NA,NA
"1059","GNQ",2018,NA,NA
"1060","GNQ",2019,NA,NA
"1061","ERI",2000,80,1
"1062","ERI",2001,NA,NA
"1063","ERI",2002,NA,NA
"1064","ERI",2003,5,1
"1065","ERI",2004,NA,NA
"1066","ERI",2005,NA,NA
"1067","ERI",2006,NA,NA
"1068","ERI",2007,NA,NA
"1069","ERI",2008,0,0
"1070","ERI",2009,NA,NA
"1071","ERI",2010,NA,NA
"1072","ERI",2011,NA,NA
"1073","ERI",2012,NA,NA
"1074","ERI",2013,NA,NA
"1075","ERI",2014,NA,NA
"1076","ERI",2015,NA,NA
"1077","ERI",2016,25,1
"1078","ERI",2017,NA,NA
"1079","ERI",2018,NA,NA
"1080","ERI",2019,NA,NA
"1081","EST",2000,NA,NA
"1082","EST",2001,NA,NA
"1083","EST",2002,NA,NA
"1084","EST",2003,NA,NA
"1085","EST",2004,NA,NA
"1086","EST",2005,NA,NA
"1087","EST",2006,NA,NA
"1088","EST",2007,NA,NA
"1089","EST",2008,NA,NA
"1090","EST",2009,NA,NA
"1091","EST",2010,NA,NA
"1092","EST",2011,NA,NA
"1093","EST",2012,NA,NA
"1094","EST",2013,NA,NA
"1095","EST",2014,NA,NA
"1096","EST",2015,NA,NA
"1097","EST",2016,NA,NA
"1098","EST",2017,NA,NA
"1099","EST",2018,NA,NA
"1100","EST",2019,NA,NA
"1101","ETH",2000,0,0
"1102","ETH",2001,0,0
"1103","ETH",2002,25,1
"1104","ETH",2003,0,0
"1105","ETH",2004,25,1
"1106","ETH",2005,0,0
"1107","ETH",2006,25,1
"1108","ETH",2007,5,1
"1109","ETH",2008,25,1
"1110","ETH",2009,1,1
"1111","ETH",2010,0,0
"1112","ETH",2011,21,1
"1113","ETH",2012,23,1
"1114","ETH",2013,0,0
"1115","ETH",2014,25,1
"1116","ETH",2015,25,1
"1117","ETH",2016,25,1
"1118","ETH",2017,0,0
"1119","ETH",2018,0,0
"1120","ETH",2019,NA,NA
"1121","FSM",2000,NA,NA
"1122","FSM",2001,NA,NA
"1123","FSM",2002,NA,NA
"1124","FSM",2003,NA,NA
"1125","FSM",2004,NA,NA
"1126","FSM",2005,NA,NA
"1127","FSM",2006,NA,NA
"1128","FSM",2007,NA,NA
"1129","FSM",2008,NA,NA
"1130","FSM",2009,NA,NA
"1131","FSM",2010,NA,NA
"1132","FSM",2011,NA,NA
"1133","FSM",2012,NA,NA
